A4 Sheet,Acrylic Color,Adapter,Adhesive,Adhesive Kit,Agarbatti Stand,Air Freshener,Air Pump,Air Purifier,Aluminium Foil,Apple Cutter,Apron,Art & Craft Game,Art Kit,Atta Chalan,Baking & Parchment Paper,Ball,Ball Pen,Balloons,Band,Banner,Basket Set,Bath Mug,Bath Towel,Bath Tub,Bathroom Mug,Batten,Battery,Bean Bag Cover,Bean Bag Refill,Beater,Bedside Runner,Beer Glass,Beer Mug,Belan,Bell,Bi-colour Pencils,Binder Clips,Blanket,Blender,Blowpen Kit,Bluetooth Headset,Board,Board Game,Body Patch,Boiler,Book,Bottle,Bottle Opener,Bottle Set,Bowl,Bowl Set,Briefs,Brush Pen,Brushes,Bucket,Bulb,Butter Dish,Cake Decoration Set,Calculator,Camphor / Kapur,Candle,Candle Set,Canister,Canister Set,Car Charger,Car Freshener,Car Polish,Car/Bike Shampoo,Card Game,Carpet,Casserole,Casserole Set,Celebration Kit,Chair Pad,Chakla,Chalk,Charger,Charging Cable,Chipser,Chopper,Chopping Board,Cling Wrap,Clip Set,Cloth Brush,Cloth Clips,Cloth Hanger,Cloth Rope,Cockroach Killer,Cockroach Repellent,Coffee Dripper,Coffee Maker,Coffee Mug,Colander,Colander Basket,Color Kit,Color Pen,Color Set,Color Tubes,Colour Pencils,Colour Set,Combo,Comforter,Compound,Container,Container Set,Cookware Set,Corkscrew,Correction Pen,Cover,Crayons,Cup & Saucer Set,Cup Set,Cushion Cover,Cushion Filler,Cutlery Holder,Cutter Chopper,Cylinder Trolley,Decorative LED Lights,Desktop Calculator,Dessert Bowl Set,Dhoop,Dhoop Cup,Diary,Dicer,Dinner Set,Dish,Disposable Bags,Disposable Bowl,Disposable Food Container,Disposable Fork,Disposable Glass,Disposable Plates,Disposable Spoon,Diya,Diya Baati,Diya Set,Dohar,Door Curtain,Doormat,Double Bedsheet Set,Drainer,Drawers Stand,Drawing Book,Drawing Pen,Drawing Pencils,Dry Iron,Dumbbells,Dustbin,Duster + Marker,Earphones,Edible bowl,Edible spoon,Electric Bat,Electric Chopper,Electric Kettle,Envelope,Eraser,Exam Pad,Extension Cable,Face Tissue,Face Towel Set,Fast Card,File,File Folder,Flash Drive,Flask,Floor Mat,Food Wrapping Paper,Fork Set,Fountain Pen,Fridge Bag,Fridge Basket,Frother,Fruit Basket,Fry Pan,Game,Ganesh Lakshmi Idol,Gangajal,Garbage Bag,Garment Steamer,Gas Lighter,Gas Stove,Gel Crayons,Gel Pen,Geometry Box,Ghee Pot,Gift Set,Gift Wrapping Paper,Glass,Glass Set,Glass lunch Box,Glitter Glue,Glitter Pen,Glue,Glue Drops,Glue Stick,Grater,Greeting Card,Grocery Bag,Gym Bag,Hand Blender,Hand Gloves,Hand Towel,Handi,Handkerchiefs,Hawan Samagri,Highlighter,Hooks,Ice Bucket,Ice Tong,Ice Tray,Ice Tray Set,Ice cream Scoop,Idli Cooker,Idli Stand,Immersion Rod,Incense Sticks / Agarbatti,Induction Cooktop,Insect Killer,Insulation Tape,Jar,Jar Candle,Jar Set,Journal,Jug,Juice Glass Set,Juicer,Kadai,Kettle,Kids Chair,Kids Study Table,Kit,Kitchen Basket,Kitchen Cloth,Kitchen Gloves,Kitchen Rack,Kitchen Scissors,Kitchen Set,Kitchen Tool Set,Kitchen Towel,Kitchen Towel Roll,Kitchen Trolley,Knife,Knife Set,Kumkum,LED Bulb,Ladle,Laptop Bag,Laptop Bed Table,Laptop Stand,Laundry Bag,Laundry Basket,Lemon Squeezer,Lifter,Lighter & Knife Set,Liners,Lint Roller,Lizard Repellent,Lock,Long Notebook,Lunch Bag,Lunch Box,Marker Set,Masala Box,Mask Chain,Mat,Matchbox,Mattress Protector,Mechanical Pencil,MicroSD Card,Microwave Bowl Set,Milk Mug,Mixer Grinder,Mixing Bowl,Mobile Holder,Modelling Clay Set,Modelling Dough,Moli Roll,Mortar & Pestle,Mosquito Bat,Mosquito Coil,Mosquito Killer,Mosquito Killer Machine,Mosquito Repellant Incense Sticks,Mosquito Repellent,Mosquito Repellent Cream,Mosquito Repellent Gel,Mosquito Repellent Patch,Mosquito Repellent Roll On,Mosquito Repellent Spray,Mould,Mould Set,Muffin Tray,Mug,Mug Set,Multi Utility Basket,Multipurpose Paper,Naphthalene Balls,Napkin Holder,Napkins,Net Cover,Notebook,Notebook Set,Notepad,Notes,Oil,Oil Dispenser,Oil Pastels,Okhli,Organizer,Page Markers,Paint Brush,Paint Colors,Painting Kit,Pan,Papad Jali,Paper Clips,Paper Cutter,Paper Gift Bag,Peeler,Peeler & Grater,Peg Measurer,Pen,Pen Holder,Pen Set,Pen Stand,Pencil,Pencil Box,Pencil Pouch,Pencils,Pens,Permanent Marker,Pickle Set,Pillow,Pizza Cutter,Plain Bucket,Planner,Plastic Crayons,Plate,Plate Set,Plate Stand,Playing Cards,Pocket Tissue,Poker Chips,Pooja Bell,Pooja Cloth,Pooja Kit,Pooja Oil,Poppers,Poster Color,Pot,Potato Masher,Power Bank,Prayer Mat,Pressure Cooker,Printed Bucket,Protective Set,Pudding Set,Pump,Punch,Punch Machine,Push Pins,Racket,Rat killer cake,Rechargeable Batteries,Refill,Repellent,Ribbon,Ribbon Roll,Rice Cleaner / Sieve,Rice Light,Roller Ball Pen,Roller Pen,Room Freshener,Room Heater,Rope,Roti Cover,Ruffpad,Salt & Pepper Shaker,Sandwich Maker,Sauce Pan,Scale,School Bag,Scientific Calculator,Scissors,Scoop,Screw Driver Kit,Scrub Pad,Sealant,Serving Bowl,Set,Sewing Kit,Shaker,Sharpener,Shoe Fix,Shoe Rack,Shot Glass,Silicone Brush,Silver Coin,Single Bedsheet Set,Sink Drainer,Sipper,Sketch Book,Sketch Pens,Skimmer Set,Slicer & Grater,Snack Set,Soap Case,Soap Case with Lid,Socks,Sofa Cover,Soft Toy,Soft Toy Cushion,Soup Set,Spatula,Spice Box,Spoon,Spoon Set,Spray,Squeezer,Stamp Pad,Stapler,Stapler Pin,Stationery Kit,Stationery Set,Steam Iron,Steamer,Sticky Notes,Stool,Strainer,Straw,Straws,Strips,Table Cover,Table Fan,Tadka Pan,Tape,Tawa,Tea Light Candles,Tea Spoon Set,Tennis Ball,Thermal Set,Thermowagon,Tissue,Toilet Roll,Tong/Pakad,Tool Kit,Toothpick,Tope,Tope Set,Torch,Travel Mug,Tray,Tray Set,Tumbler Set,Turner,Type C Cable,USB Cable,USB Charger,USB-A Cable,Umbrella,Utensil Basket,Vaccum Flask,Varnish,Vegetable Chopper,Wall Decor,Water Bottle,Water Camper,Water Color Cakes,Water Color Pencils,Water Color Tube,Wax Crayons,Weight Bands,Whisk,Whisky Glass Set,Wine Server,Wireless Mouse,Yoga Mat,Yoghurt Maker,Zip Lock Bag
0,0,3,17,3,1,80,0,0,28,5,1,0,2,1,3,0,13,0,35,0,0,20,1,0,0,0,30,0,0,0,0,0,0,5,0,0,1,1,7,0,0,0,3,0,0,0,2,16,8,0,3,0,0,0,22,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,3,1,3,0,3,0,0,2,0,0,5,7,0,20,93,23,26,23,1,0,0,5,21,0,0,0,4,0,1,0,0,0,3,3,19,2,0,1,2,0,0,8,0,0,11,0,1,5,0,1,28,2,0,1,0,0,1,1,1,11,11,10,13,0,8,0,0,0,0,0,0,1,8,0,0,0,0,7,1,0,1,0,2,0,0,4,0,0,5,21,1,0,0,2,0,3,0,4,5,0,11,0,1,1,0,1,0,0,67,0,42,1,0,13,1,0,2,2,1,14,10,0,1,6,6,11,30,1,1,0,0,1,0,0,3,1,4,17,0,4,10,0,1,0,1,0,24,0,1,5,0,0,4,0,0,0,4,0,1,0,0,0,0,32,11,0,34,0,6,15,62,1,28,19,0,7,8,0,0,0,3,16,0,1,2,0,1,0,4,5,7,1,1,0,3,0,18,0,0,0,0,15,0,0,0,0,1,0,0,0,1,11,20,2,21,2,0,0,1,2,0,1,0,6,1,17,5,9,4,59,2,8,0,3,0,0,6,0,2,0,1,0,0,0,0,2,0,2,0,34,1,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,3,0,1,0,5,1,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,4,0,0,0,0,33,0,1,0,0,0,0,0,0,0,0,29,0,2,7,0,0,0,0,0,0,1,0,2,1,0,0,17,0,0,2,0,0,0,16,0,3,0,0,0,1,4,0,1,23,3,8,0,3,3,0,0,0,0,4,5,66,6,1,1,0,0,0,23,0,0,0,0,0,0,3,50,20,0,4,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,2,2,4,0,0,0,0,0,0,9,0,1,0,0,2,31
1,0,2,21,2,0,159,0,0,33,0,0,0,0,0,5,0,22,1,5,1,0,154,1,0,11,0,41,0,0,0,2,0,1,0,1,0,1,3,3,0,0,0,0,0,0,0,2,5,7,0,2,0,0,0,232,0,0,0,0,7,0,0,0,1,1,4,0,0,0,0,1,1,1,0,0,0,1,2,0,0,5,1,20,0,97,61,82,26,0,0,0,2,2,0,0,0,3,0,0,0,0,0,3,2,8,0,0,0,1,0,0,3,0,0,15,0,2,1,0,0,34,0,0,0,1,0,0,4,2,7,6,14,4,0,14,0,0,0,2,0,0,1,4,0,0,0,0,16,1,0,0,0,1,0,1,2,0,0,8,47,0,0,0,0,0,0,0,6,5,0,5,0,0,0,0,0,0,0,144,0,29,1,0,13,3,0,1,1,0,3,2,0,0,10,3,14,8,0,0,0,0,8,2,0,2,0,1,20,2,0,5,1,0,0,0,0,48,0,1,9,0,1,5,0,0,0,3,0,0,0,0,0,2,53,7,0,17,0,3,32,46,0,18,7,0,11,6,0,0,0,7,25,1,1,1,0,0,0,3,2,5,0,2,0,2,0,18,0,0,0,0,7,0,0,0,0,0,0,1,0,4,27,47,4,36,3,0,0,4,2,0,0,1,56,0,26,3,15,2,95,1,18,0,0,0,4,2,0,0,0,2,0,0,0,0,1,1,2,0,11,0,1,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5,2,0,0,2,2,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2,0,0,0,1,0,0,87,0,2,0,0,0,0,0,1,0,0,12,0,2,53,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,1,0,0,0,145,5,5,0,0,0,0,0,0,2,11,6,0,0,4,4,0,3,1,0,9,37,27,0,0,1,0,0,0,18,0,0,0,0,0,0,4,89,5,0,5,0,0,0,1,1,0,0,0,0,0,0,0,5,5,1,0,3,1,9,0,0,0,0,1,0,4,0,1,0,0,0,9
0,0,5,25,4,1,179,0,0,17,4,0,0,2,0,4,0,27,1,19,0,0,75,2,0,5,0,57,0,0,0,0,0,2,3,0,0,0,2,1,0,0,0,2,0,2,0,4,7,12,1,5,0,0,0,125,0,0,0,0,17,2,0,0,2,0,6,0,1,0,0,1,2,1,1,4,0,2,5,0,1,0,3,93,97,0,158,447,34,1,0,0,1,7,0,0,0,2,0,0,0,0,0,1,2,11,0,0,0,0,0,0,9,0,0,9,0,2,3,0,1,23,0,0,1,2,0,0,4,1,8,6,16,15,0,10,0,0,0,3,1,0,0,3,0,0,0,0,18,0,0,1,0,2,0,1,3,2,0,14,49,0,0,0,1,0,1,0,2,7,1,4,0,1,0,0,1,0,1,165,0,29,0,0,6,2,1,2,1,0,6,7,0,0,7,5,8,10,0,0,0,0,3,5,0,9,0,3,27,0,2,2,1,0,0,0,0,50,0,2,6,0,2,2,0,0,0,3,0,0,0,0,0,2,84,5,0,24,0,4,20,60,1,36,13,0,9,6,0,0,0,14,38,0,2,1,0,1,0,1,7,5,1,1,0,4,0,18,0,0,0,0,17,0,0,0,0,2,0,0,0,3,18,53,3,29,4,1,0,5,1,0,0,0,34,0,27,3,18,1,93,0,18,0,1,0,2,4,0,1,0,1,0,0,0,0,1,0,3,0,9,0,1,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,2,1,0,5,4,0,0,2,1,9,0,1,0,2,0,0,2,0,0,0,1,3,0,0,1,1,0,10,1,0,3,0,2,0,0,83,0,7,0,0,0,0,0,0,0,0,18,0,3,16,1,0,0,1,0,0,1,0,0,0,0,0,12,0,0,1,0,1,0,67,6,8,0,0,0,0,1,0,0,23,3,4,0,5,1,0,2,0,0,7,43,47,2,0,5,0,0,0,30,0,2,0,0,0,0,1,62,14,0,2,0,0,0,0,1,0,0,0,0,2,0,0,8,4,0,0,4,0,12,0,0,0,0,0,0,1,0,1,0,0,0,7
0,0,2,9,1,0,132,0,0,18,1,0,0,0,0,0,0,17,0,9,0,0,68,3,0,6,0,32,0,0,0,0,0,4,1,0,0,0,3,2,0,0,0,1,0,1,0,1,8,10,1,5,0,0,0,97,0,0,0,0,8,3,0,0,1,1,1,0,0,1,0,0,1,1,0,2,0,1,1,0,0,5,3,23,61,158,0,93,24,0,0,0,1,9,0,0,0,1,0,0,0,0,0,1,1,9,1,0,0,1,0,0,8,0,0,18,0,4,1,0,2,21,0,0,0,1,0,0,4,0,11,7,13,11,0,5,0,0,0,2,3,0,0,0,0,0,1,0,11,1,0,0,0,3,0,2,0,0,0,8,50,0,0,0,0,0,0,0,7,5,0,3,0,0,0,0,1,0,0,93,0,20,0,0,6,0,0,1,5,1,8,3,0,0,5,0,5,8,0,0,0,0,2,4,0,7,1,0,19,1,0,6,0,0,0,0,0,20,0,1,4,1,1,3,0,0,0,1,0,0,0,0,0,3,46,5,1,14,0,1,13,41,2,12,14,0,9,2,0,0,0,23,69,0,2,0,0,1,1,1,2,5,0,0,0,1,0,9,0,0,0,0,11,0,0,0,0,0,0,1,0,1,20,47,1,21,2,1,0,0,1,0,0,0,16,0,36,1,11,2,63,0,15,0,0,0,0,5,1,1,0,1,0,0,0,0,2,0,1,0,9,0,1,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,2,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,7,1,0,2,0,3,0,0,80,0,2,0,0,0,0,0,0,0,0,16,0,2,10,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,2,0,0,0,55,0,6,0,0,1,1,0,0,0,10,2,6,0,2,0,0,1,1,0,4,33,25,0,0,0,0,0,1,22,0,0,0,1,0,0,0,56,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,0,1,0,0,0,1,0,0,0,9
0,0,2,36,8,1,180,0,0,31,1,0,0,1,0,9,0,15,3,15,1,0,65,2,0,8,0,65,0,0,0,0,0,1,1,1,0,2,2,3,0,0,0,3,0,4,0,0,5,8,0,7,0,0,0,96,0,0,0,0,13,3,0,0,2,0,2,0,0,1,0,1,1,2,0,1,0,0,3,0,1,0,2,26,82,447,93,0,50,0,0,0,0,7,0,0,0,5,0,0,0,0,0,4,0,11,0,0,1,1,0,0,4,0,0,11,0,1,5,0,0,56,1,0,0,1,0,0,3,0,11,9,16,6,0,9,0,0,0,2,0,0,1,2,0,0,0,0,18,2,0,0,0,4,0,1,2,3,0,15,40,0,0,0,0,0,1,0,7,5,0,1,0,1,0,0,0,0,3,178,0,31,0,0,12,1,1,3,3,0,4,3,0,0,15,8,16,7,0,1,0,0,5,1,0,3,4,2,40,0,0,5,2,0,0,0,0,55,0,3,12,0,3,0,0,0,0,1,0,0,0,0,0,2,79,12,0,21,0,3,9,44,0,21,7,0,24,5,0,0,0,6,37,0,2,6,0,0,0,1,3,6,0,0,0,2,1,26,0,0,0,0,7,0,0,0,0,2,0,0,0,2,31,67,8,36,7,1,2,2,3,0,0,0,28,0,24,2,18,2,97,0,17,0,0,0,1,1,0,2,0,2,0,0,0,0,3,0,2,0,7,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,1,3,1,13,0,0,0,0,0,1,1,0,0,0,4,1,0,0,3,1,0,19,1,0,8,0,3,0,0,79,0,5,0,0,0,0,0,0,0,0,14,0,3,14,2,0,0,1,0,0,1,1,0,0,1,0,11,1,0,0,0,0,0,66,2,5,0,0,2,0,2,0,0,12,12,3,0,2,3,0,2,1,0,3,30,22,3,0,2,0,0,0,33,0,0,0,0,0,0,4,61,7,2,2,0,0,2,0,0,0,0,1,0,0,0,0,5,4,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,9
2,0,7,98,8,4,1054,0,0,182,3,0,0,3,0,24,0,37,2,10,0,0,36,1,0,4,0,298,0,0,0,0,1,0,1,1,0,0,5,1,0,0,0,5,0,4,0,3,10,11,0,3,0,0,0,52,2,0,0,0,89,10,0,0,3,1,29,0,0,0,0,1,2,0,0,0,0,4,11,0,1,4,17,23,26,34,24,50,0,71,0,0,4,7,0,0,0,12,0,2,0,0,0,16,2,6,0,0,2,3,0,0,3,0,1,6,0,5,3,0,0,287,4,0,2,0,0,0,3,3,12,13,24,5,0,52,0,0,0,1,3,0,0,17,0,0,0,0,10,3,0,0,0,74,0,0,7,5,0,11,176,0,3,0,0,0,1,0,30,3,0,4,0,0,0,1,3,0,3,557,0,78,0,0,31,4,0,5,4,0,4,2,0,0,32,19,50,10,0,0,0,0,16,1,0,4,5,3,24,0,1,7,1,0,0,0,0,366,0,68,21,0,5,1,0,0,0,5,0,0,0,0,0,1,57,15,0,14,0,4,22,164,0,24,7,2,38,3,0,0,0,5,16,0,1,2,0,1,48,1,16,5,1,4,0,2,0,114,0,0,0,0,6,0,0,0,1,3,2,0,0,54,1709,278,61,790,52,7,5,37,24,0,0,0,17,1,24,7,244,3,350,0,35,0,1,0,14,2,0,0,0,2,0,0,0,0,3,0,2,0,16,0,0,2,0,0,3,11,0,0,2,0,0,0,0,1,1,0,5,0,3,0,8,10,0,0,1,3,152,0,0,0,3,0,0,0,0,0,0,3,3,0,0,1,60,0,258,64,0,4,0,2,0,0,571,0,1,0,0,0,1,0,2,0,1,11,0,2,38,2,0,0,1,0,0,3,0,3,0,1,0,11,0,0,3,1,1,0,37,1,3,0,0,0,0,0,0,1,18,88,6,0,11,1,2,3,0,0,14,9,46,6,1,3,2,0,0,43,1,1,0,0,0,0,4,249,10,0,24,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,6,1,8,0,0,0,0,2,0,2,0,0,0,1,0,21
0,0,0,1,0,0,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,7,6,9,1,0,0,3,5,0,0,0,0,0,1,0,7,1,7,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,10,0,0,1,0,0,0,1,0,2,0,4,0,2,0,0,2,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,2,1,1,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,2,0,0,1,1,0,0,2,0,0,2,0,1,1,0,0,3,0,0,1,1,0,0,2,2,4,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,12,0,7,0,0,2,0,0,3,1,0,3,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,5,0,0,5,0,0,1,8,0,5,3,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,49,0,0,0,0,2,0,1,0,1,2,2,0,3,0,0,0,0,0,0,0,0,2,2,2,1,0,0,12,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,10,0,0,1,0,0,0,1,0,0,2,0,9,1,0,0,0,0,0,2,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,3,2,1,26,0,0,10,2,0,0,0,0,0,0,2,0,2,0,0,6,1,0,1,0,13,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,7,1,1,0,0,0,0,9,0,1,0,0,4,0,0,0,0,0,1,0,0,1,0,2,2,0,0,2,0,1,2,0,1,2,0,21,2,7,9,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,4,0,0,9,0,2,2,0,1,12,0,0,2,2,0,0,1,0,5,2,3,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,9,0,0,0,0,0,1,0,2,6,0,2,0,0,0,0,0,0,0,24,0,16,0,0,4,0,0,0,0,0,4,3,0,0,1,1,1,20,0,0,0,0,0,0,0,1,0,1,9,0,0,3,0,0,0,5,0,12,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,22,3,0,12,0,5,10,12,0,12,4,0,2,11,0,0,0,1,9,0,4,1,0,0,0,0,1,2,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,2,0,0,0,0,2,1,0,5,0,0,0,1,0,1,1,0,3,0,6,2,0,3,17,1,6,0,1,0,0,6,0,1,1,1,0,0,0,0,2,0,0,0,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,10,0,0,0,0,0,1,2,0,0,11,0,8,1,1,0,0,0,0,0,1,6,48,2,0,0,0,0,1,5,0,1,0,0,0,0,1,11,16,0,6,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,4,0,3,0,0,0,0,0,0,6,0,0,0,1,0,11
